Property Name,sentence,label
Ridgemount Hotel,'''the room was very warm and stuffy in the basement below road level and was very noisy. no air conditioning but a fan was available. the bed was not of a good quality. breakfast was similar to that in a boarding school or a school camp. enough but certainly not cooked or served with care or expertise. | over priced for what it is. very disappointed.''',0
A To Z Hotel,"'''i stayed in this hotel for 3 nights. i was with a group of 4 and we had 2 rooms. both of them were very hot, with a very laud ventilator to blow the hot air around. in my own room the shower did not work, in the room of my friends water did come out, so we shared one tiny shower with 4. if we would not have had the other room, it would have been no shower at all. the room of my friends was at the street side, and therefore very noisy with laud cars and motorcycles driving past in the night. there is internet, however it did not work in our rooms, we had to stand in the hallway. overall, the connection to the city was okay, but we tried to avoid being in the hotel. also we did not eat the breakfast here, since it did not really looked appealing. luckily there is a supermarket on the way to the acton main line train station.'''",0
The Savoy,'''bad experience over priced and rated. hair on towels coffee machine broken !! i should have stayed at the hilton much cheaper and better service. location was ok but would chose a different hotel next time''',0
"Mandarin Oriental Hyde Park, London","'''the key issue is a major issue in the hotel. 9 times out of 10 the keys do not work. if you are not a frequent guest, they try to fool you by telling you that you must have it in your wallet and somehow your credit cards have deactivated the key. | the fact of the matter is that every staff member from the bellboy to the german general manager are aware of the problem and they are doing nothing to correct. they are waiting for the condo property next door to be completed in the next two years before starting a major renovation of the mandarin hotel. | the management believes the key problem is one that guests can live with expecially since they are getting away with it with lies. | forget about getting a room on the first three floors on a weekend night. the noise is unbearable. ask to be moved. | room internet is spotty and as another guest mentioned, the furniture is dinged. | the website fails to mention that you have to pay for the spa if you do not have an appointment for a service such as a massage. at $50 everytime you want to use it, it is very expensive and not mentioned anywhere until you try and use the facility. | complain and they will take pounds of the bill. | on top of that they chage a 5% discretionary charge on your bill. | ask for it to be removed as you probably already tip the doorman, etc.'''",0
The Rembrandt,"'''it all went wrong when the day before we were suppose to check in, i called to ask for a confirmation email, only to be told, my reservation was cancelled. apparently the woman who took my booking did not take the email down correctly and decided to cancel the booking. | we were rebooked without an apology. | when we arrived, we went straight to our room, which was the same size at the single room.... i did not understand why we paid extra for the exact same room as the single occupier. i thought the bed would be bigger like it stated, but it was not. | when i went to check at the desk, the woman, was quite rude, and in front of other guests said to me 'you have gotten what you paid for'..... charming!! | the single room, which was occupied by our friend had a mild patch on the ceiling and was quite dirty. our room was ok, apart from under the bed, where we found some tablets, i am guessing were medication dropped by the previous guests and a lot of dust. | we tried to sign up for the 'free' internet but were told it was not working. (no mention of this at reception and we had to call down to find out what the problem was) | breakfast was lovely. i will say that it was very enjoyable and the wait staff were very helpful. | however - when we went to check out, we left our bags so we could walk without them..... we waited to check our bags with the concierge, we waited 2 minutes before he looked up and acknowledged us. when we said 'we would like to leave our luggage'.... he looked around, rolled his eyes and shouted for another bell boy to come and take our bags. he was so rude to this other young worker, i could not believe what i was seeing. this man, i am guessing is the head concierge as he was older, and we all were in shock with the way he spoke to this younger gentleman. | we wrote comments in our comment card, but not sure why, because we received no email asking us what went wrong, or no acknowledgement of our concerns. | very poor customer service and very poor hotel. we will not recommend to anyone and we will not be back!'''",0
The Rembrandt,"'''we were told in a very rude manner by the staff that we could not have a cup of tea and a snack that we had bought from harrods cafe in the lobby. the hotel had a very separate dining area with tables that was separated from the main lobby by a set of doors which we were nowhere near. we were sitting by a window in the corner of the lobby. the only reason we brought our food back to the hotel is because we could not find anywhere to sit in harrods or anywhere to sit in between, every place was packed with tourists as is usual for a saturday during summer holidays in london. | while we were outside our 5 year old got stung by a wasp. we thought we would retreat back to what should have been the safety and comfort of the hotel we paid for but instead were rudely asked by staff if we had a room there and when we said yes, we are guests, we were rudely told that we cannot eat in the lobby and that if we had to eat we would have to do so in our room. the same room our boys had spent all morning cooped up in with their babysitter because we had to attend a wedding ceremony that did not allow children that day. they needed a break and we took them out but then could not find a place to sit and eat our snack so we assumed we would be safe in the hotel lobby we paid for, and this hotel is quite expensive for what it is as well. | by the way there were absolutely no signs anywhere in the lobby stating that guests cannot eat in the lobby (keeping in mind it was not a five course meal - it was tea and pastries.) as we were heading up to our room, a little confused and embarrassed from having been evicted from our own lobby, we pointed out that there were no signs up stating guests cannot eat or drink in the lobby ...this ended up with the staff shrugging and giving us rude looks and stating that no hotel lobby would allow guests to eat in their lobby. | i believe if the hotel has not put the lobby seating and tables in for guest use they should probably just take these options for guest ""comfort"" out because really guests are not made to feel comfortable in the lobby anyway. at the very least put a sign up stating clearly that guests cannot eat or drink in the lobby. our children were sitting very quietly, the lobby was empty aside from staff at the desk and one staff member lingering around to glare at us and it was a very disappointing situation for us to have been asked to move remove our entire family (two children 5 and 3) over such a silly rule that was not signposted anyway. | the reason we gave this hotel a ""poor"" instead of a ""terrible"" rating was because the location is quite convenient but this hotel is expensive for what it is, our room was cramped and had a funny smell, especially the bathroom and the staff who handled this lobby ""issue"" were incredibly rude and condescending. very sad to give such a review as we do not normally do this kind of thing.'''",0
The Savoy,"'''i did not like the customer service. there is a sense of not being genuinely interested in helping guests but just making sure you pay and keeping up the profit levels. service at ""the american bar"" was really poor with staff just playing dumb when it was explained to them that wifi was not available to conduct business - one has to go through a complex sign up process and pay money. really, no easily accessible wifi in a bar where so many people are conducting business. the staff were very rude about not being interested in this. staff do not smile genuinely and act as if they own the bar, being very bossy ( "" sit here, have this, do this""). the menu lacks variety. prices are very high. where is the excellent customer service? i advise business people to conduct business elsewhere.'''",0
Marble Arch Hotel,'''upgraded to a basement room with a noisy pipe running through it location good but that is all. we preferred breakfast at weather spoons around the corner we would have complained about about the 'upgrade' but were too busy sight seeing''',0
"Mandarin Oriental Hyde Park, London","'''had a girls weekend at the hotel in june this year. great location. totally fantastic spa. but some of the staff where appalling notably in the bar - rude, obnoxious and no courtesy. not what we were expecting!! they really let down the rest of the hotel. next trip over we will be staying at claridges!'''",0
The Rembrandt,'''i tried to order a lunch in this hotel in their restaurant. i was told lunch would take half an hour minimum to arrive. the waitress seemed to struggle with the most basic requests and kept coming back with updates none of which was good news. | the restaurant is bland and overlit which was why i noticed how cheap and nasty the tables were. | never think of trying to eat here. the burger i was going to order before i gave up and walked out was 19.50. the restaurant was worth about 4.50.''',0
A To Z Hotel,'''dirty hotel and so-so service but cannot expect anything else from such a low price. if you are ok with that it is not that bad. for backpackers as a cheap alternative to hostels perhaps? location is ok. super market nearby and good bus/train connections.''',0
The Rembrandt,'''the rooms are really not very clean looking although the bathrooms are not bad. but it is really small. it is a hotel only good for a night if you are just passing by london or last minute reservations. | the carpet is really dirty makes you feel not comfortable in the room. they have a pool but they have a charge for the hotel guest. this really suprised me because there is no mention of it in the internet.''',0
The Savoy,"'''we stayed at the savoy for my husbands birthday and at reception a member of staff took our case and promised the porters would take it to our room straight away. we decided to go out and at 12.30am we arrived back to the room to find no case. my husband had to go downstairs and find it. the staff said it had been left in the middle of the foyer but actually the lady who booked us in took it and said she would give it to the porters! | on check out the bill was correct with no chargers, but a day later 22 had been taken from our bank account. i rang the savoy to be told they would speak to house keeping and ring me back. 4 days later i had to ring them as i would heard nothing. not acceptable from a highly regarded hotel. we will not be going back! | lastly no tea and coffee making facilities in the room!!'''",0
The Rembrandt,"'''we stayed here for our anniversary and were really looking forward to it. the location was great there is no denying that, however, this place seem to trade off that alone. | given the hefty price tag it was a disappointment from the moment we arrived. when we got there we found that there was a big group of people standing around being looked after by a member of staff. we waited not minding at all but there were two other members of staff standing around chatting and did not seem at all concerned that we had been waiting around. when we got to our room we were also disappointed, there was peeling wall paper, damage to the lamp shade, pen on the bed sheets, cracked bathroom tiles, a chipped and cracked sink making it look dirty, the toilet did not look all that clean, the tie backs for the curtains were coming off the walls and there were stains on the carpet. it sounds like we are nit picking but at over 200 a night we were pretty cheesed off. | the breakfast was really nice and there was loads of choice so they redeemed themselves a bit, but will i be staying here again, no chance! | we were not asked, when we checked out, how our stay had been they just wanted our room key and to be shot of us. we did fill in the feedback card and gave our details and said how upset we had been but so far no word from them. maybe if you upgrade and fork out even more you will have a better experience but do not bother with their standard rooms for sure!'''",0
Mondrian London at Sea Containers,"'''had an interesting experience at this hotel. i am in london on business for a few days every week, stayed at the most of the hotels in blackfriers area. i booked a deal to stay at the mondrain. check in was ok, although room key was not working at room. rooms are nice if small. gym was good although no wipe down wipes for equipment. | decided to try and get some food, went to their 12th floor rumpus room. boy on door was clearly not keen on me coming in, asked how long i would be there? | this is not a hotel, it is a nightclub with rooms. the staff are young, too busy trying to look good and rude. there are security at about 3 or 4 different areas. this hotel is too busy trying to be trendy and chic and pays no attention to the guests. i do not care how trendy you are, if i am paying 300 a night i want some service, treated with some respect and not looked down upon by your door staff.'''",0
The Savoy,"'''we were at a show and the savoy theatre which by the way was fabulous and decided to finish the night off by having a couple of drinks in the savoy hotel before our journey home. | what a mistake that was and certainly not one to be repeated, when did it begin to start belittling and treating its customers with such contempt. we were turned away from both bars by hostesses who looked down their noses at us and it was very very uncomfortable and told it would be 45 minutes for a table if we were lucky, i felt we were lucky to escape from such a snobby obnoxious place and spend my money were i would be treated curtiously. if you want to be treated like the staff at downton abbey, this is the place to go.'''",0
London Guest House,"'''on arrival , the card terminal for room payment was some the lady tried it four or five times then was suggesting to me it was my card , but i knew it was not she then was directing me to hole in wall to lift money before i had even set my bag down , then my card went thru no problems , on arrival into room was tiny for a one person room , the works swing and cat spring to mind ! at nite room was so noisey with taxi men shouting outside all nite , and prople partying next door , walls paper thin ! room was clean enough , shower was good , breakfast in morning was terrible , avoid if you can , very poor selection with substandard products , asked the one man who arrived for two mins during service for red sauce he looked at me as if i had horns ! i needed something to hide the taste of the black scrambled eggs ! bad location far from both tube stations although there is a bus stop just outside ! area it is self is industrial nothing really to do ! will not be back again , choose somewhere else closer to central london !'''",0
Mondrian London at Sea Containers,"'''i really wanted to like this hotel. the design was unique and beautiful. the experience was simply clouded by a series of mistakes. considering we only stayed one night the amount of mess ups was comical. first even though we booked online through booking.com, it was not in their system, meaning the room was not ready and luckily they had a vacancy. secondly, someone else's bags were in our room when we arrived. thirdly, there was a large wet spot on the carpet, like the cleaner spilt a bucket of water. and finally, the room phone did not work, which meant too many trips down to the always crowded reception. it has the potential to be good. maybe you will get lucky.'''",0
The Savoy,"'''we stayed in a suite which advertised ""outstanding views of the thames"". in fact we overlooked a building under renovation, scaffolding, cranes and all! merest glimpse of the river through a small gap in the trees. certainly not as it looks on the website. corridors smelt of gas, paper lay on the floor for our 2 day stay, room not cleared, measly fruit bowl with stale fruit. i could go on....and on...and on! suffice to say ""buyer beware""....and take out a large bank loan before you venture there!'''",0
The Rembrandt,"'''i stayed at this hotel for a week in july with my daughter. this hotel must be rated / expensive because of its location. although i was expecting the room to be small i was not expecting it to be 4 star with no ac and just generally shabby. we had a fairly hectic agenda so were not in the hotel for most of the day but after sweating in bed for 3 nights i had to complain on the front desk. they told me in a rather snooty tone that i was not the only one in a room that had not been renovated ( comforting to know??) and that there was a table fan. the night shift manager was more accommodating and said that i could change my room to a renovated room that did have ac. we did move room and that was a 100% better. my sisters were also booking into the hotel so i pre-warned them to ask for a renovated room, which they consequently insisted on at check in. their room was even better than mine and with what appeared to be a jacuzzi bath. ( however they later discovered this did not work). breakfast was very average, they appeared to run out of fresh fruit quickly and everything else was mediocre. a lot of the staff did not speak proper english and were hard to understand. the location of this hotel is great, tube very close and lots of nice restaurants.'''",0
Marble Arch Hotel,"'''terrible! i remember staying there in 06 and loved it, apparently you have to pay triple the price to stay in an average art deco room like i did before. i thought i booked it this time! i asked for double beds (2) and got one, then when i asked for a cot/rollaway, at checkin (as we had no where else to go) i was told sure for an extra $25. i still had no cot at midnight!! i had to go see the night manager, my two kids were exhausted as were we with the whole experience, could not wait to leave the next morning.'''",0
Corinthia Hotel London,"'''at 500gpb per night i just expected more. yes the hotel oozes luxury and charm. yes the staff are (generally) attentive to your every whim. yes the spa is spectacular if you have the time to indulge. | but why am i marking it down? 2 reasons, which would not have bothered me in a hotel that was not claiming the corinthia's level of excellence. | 1: air conditioning performance in room | i stay in many hotel rooms and this is the first where the controls have defeated me and the staff, and which was unable to be rectified. during the first night we set the temp to 22 deg, on auto. it just continued to blow and blow and blow cold air, directly onto the bed - making the room unpleasantly cold but unfortunately not cold enough to overcome the heat being generated by a doona that was better suited to extreme arctic conditions. turning the a/c off allowed the room to quickly overheat. and it had a mind of its own about coming on and off, regardless of whether turned on or off. | i spoke to the staff the next day about this, who advised me that evening that the engineers had checked it out and confirmed all was ok. alas this was not to be the case, as we faced a second night with the same problem (although we had the doona replaced with a cotton blanket). the hotel sent up a member of staff to check on the problem, and after going through it with us he agreed the 'auto' control was not working, most likely because the thermostat was located away from the vent of the bed, in a part of the room that was warmer, and which would never cool. hence the thermostat or would never reach our desired temperature, while we slowly froze. another hot night without a/c. by this time we gave up and resigned ourselves to our fate on subsequent nights. | 2: breakfast quality, seating, attention and availability | the quality of breakfast is not as good as that enjoyed at most 4 star hotels, let alone 5 star or luxury. one type of eggs (scrambled), very very limited range of cold meats/fish and breads, and all in tiny serves. (and in case management read this and suggest we could have ordered from the menu, my response would be that we found that too confusing - could we order from the menu while choosing from the buffet as a supplement, or was it one or the other. the menu, which is the size of a broadsheet, is too complex) | the staff had perfected the art of looking but not seeing, hence once seated it became very difficulty, for example, to order a coffee. staff walked by us repeatedly without us being able to attract their attention. and when we were able to place a coffee order it took an interminable amount of time, and on two different meal occasions having to ask at least twice. | if you do have breakfast there, avoid sitting on the lounge/bench seats. for some reason in recent years a feature of design has been seating which is too low for, and too far from, the tables. select the individual seats if you prefer comfort. | and finally, having an early check out on sunday morning i thought i would get down to breakfast early, and was quite surprised to find they did not start serving breakfast till 7, later than other days. granted some people may sleep in, but i was disappointed to find a luxury hotel who could not cater to people who left early no matter what day. yes i could have ordered room service, but it never entered my mind that they might open later. mea culpa. | as i said at the start, i could put up with these things in a hotel of a lesser standard at a cheaper price, but the corinthia should not miss the mark on these levels of comfort'''",0
The Savoy,"'''went for early evening drinks, and were told to wait for a table in a corridor!! after watching 2 couples be seated immediately, decided in this vast city full of wonderful bars and restaurants, nobody should cue for a glass of champagne. get over yourself, the savoy, and teach communication and customare care to your staff!'''",0
"Mandarin Oriental Hyde Park, London","'''having been before albeit a long while back and having had a bad check in experience (room not being ready in time) as we were having dinner at dinner by heston we thought it would be ok to stay in the hotel, well yet again bad check in experience !!! room not ready again. taken to mandarin bar had a drink 45 mins later decided enough was enough and we had things to do so told reception n left , around 4 pm we were informed by michael that we had now been upgraded and room was ready. that is fine but the damage has already been done. will not be staying at the mandarin oriental hyde park again'''",0
The Rembrandt,"'''my husband and i stayed here for 3 nights in an executive king room. the paid for a bigger room because we were concerned about space and we were disappointed. the room would have been big enough if they had not placed a small table &amp; 2 chairs at the foot of the bed, that just are not required. | the service was appalling. the first morning at breakfast, my husband had to chase several staff for some coffee, it is like we were invisible. | and on our last morning (check out is by 12), housekeeping knocked on our door at 8.30am! and when i expressed my annoyance, her response was that they have no communication with the front desk so they do not know whose left and whose has not! is this not a basic facility at most hotels, especially what we would consider to be an expensive one! housekeeping knocked again at 10am, and when i expressed my annoyance telling her she is the second person this morning and it is ridiculous, she responds with ""well, it is only my first time and if you do not want us knocking you should put the do not disturb sign up"". | when we checked out, the receptionist asked if we had enjoyed our stay, i replied with not at all actually, it is been terrible and she just looked down at her computer and ignored my comments. | it is an expensive hotel with terrible staff, we were extremely disappointed and would never stay there again. | the location was good, but in the evening, when walking back to our hotel, the streets are full with groups of arab men and if i had not been with my husband, i would not have felt safe.'''",0
The Rembrandt,"'''good location .concierge is not knowledgable for directions, | staff in general is unhelpful.bathroom was dirty,housekeeping is stingy with towels which are worn . doors do not lock properly . i was very disappointed.'''",0
The Rembrandt,"'''after checking in we tried to go up to the room, here we had to change our first key card as it would not work in the lift, this card then did not work when we got to the room, when we finally got into the room it was lovely. we went down to the bar which had approximately 6/8 tables of primarily couples at them, we waited for about 15/20 minutes before someone even came over &amp; took our order, we saw 3 waiters, two men &amp; one woman plus two male bar staff but they all seemed to be pre-occupied all of the time. the drinks which were a prosecco &amp; mojito took nearly 15 minutes to arrive. at this time, we decided that we had better order our sharing patter as the drinks took so long, this took 30 minutes to arrive &amp; after another 10 minutes i had to ask where the second glass of prosecco was, which finally turned up. it then got very busy with a large party gathering by the door, after approximately 15 minutes a lady asked the waiter when they were going to get served, he replied that they were very busy &amp; he would get to her when he could. i would hate to think when this party got their drinks, we left to go back to the room, upon reaching the door, the key card did not work again so my husband went back down to the foyer, where he was told quite abruptly that we must not put the card anywhere near a phone or credit card, this card did actually work, i have stayed in lesser quality hotels where this has not been a problem. | we arrived back to the hotel later that evening &amp; went to bed, we were rudely awoken at 8.30am by the cleaner opening the door sticking her head in &amp; then going back out again. the service &amp; availability of the breakfast was good &amp; we enjoyed it, upon going back to the room we sat watching tv when at 10.30 there was a knock at the door housekeeping she stood there &amp; quite rudely asked what time we were leaving when i said that check out was not until noon she turned away. the room itself was excellent &amp; the amenities available were excellent although we did not use the spa or pool but there were there if we had wanted to, it was just the lack of service that has really left us disappointed. | when we went to check out the staff did not ask how our stay was, in hindsight i can see why as it would have been embarrassing having to listen to the list that i had, i shall not be recommending this hotel to anyone.'''",0
The Savoy,'''i was kept awake by staff shouting at each other in an office close to my room and the piano music from the bar - i mentioned this to a waiter and it was reported to reception but the offer of a change of room arrived too late to make use of it. however the following night was much quieter. when booking i was offered the option of having breakfast at simpson's. this involved a walk out of the hotel and down the the strand in the rain; check you are having breakfast inside the hotel as this was not made clear to me. a cheap carton of milk was provided in the fridge and the coffee making facilities were clumsy and crass - no tray or biscuits. the whole experience lacked finesse and i left feeling disappointed''',0
Rhodes Hotel,"'''i have stayed in many hotels but never have i experienced such a stressful stay as this one. shower tap was not working properly and i had to call the reception every time before using it. there s no lift service in this hotel so if your room is on 4th floor, then you are doomed. location is perfect but hotel itself is one of the worst i have ever been to. also the cleaning staff is not well trained. they talk very loudly in the morning so if you are expecting to have a peaceful sleep, then goodluck'''",0
"Mandarin Oriental Hyde Park, London","'''i booked into this hotel for my daughters wedding as we had hired the ballroom for the occasion. it took ten emails to book a room for two nights as each reply came from a different person. nothing had been passed on to the next person. there was no space for letting down outside the main entrance and difficulty in making someone understand i needed help with the luggage. in spite of having my card details they insisted in taking more details which took another 25 minutes. when i checked i had been charged in advance of staying. no other hotel does this. i think the service the poorest in london and i live in london. i would not recommend anyone staying here, just pop in for the restaurant which does not belong to the mandarin oriental as it is sub let to heston blumental. that is why the restaurant is good not like the hotel.'''",0
The Rembrandt,"'''our family have stayed in many hotels around the world and we have never experienced such terrible staff morale and culture. on arrival, reception did not greet us at all. they gave us a blank stare without any frendliness or politeness. during breakfast senior staff raised their voices and waved their arms around at their staff, whilst guest were present. the concierge staff never in our 10 day stay welcomed our family, spoke to us or smiled. senior management refused to speak to us regarding clarification about a small issue. they finally after numerous requests came to speak to us, one with a cup of coffee in her hand and the other on her phone. very professional! my husband and l were spoken to rudely and inapproprietely in front of our children and other guests. we were in such disbelief. the accoustics are terrible, doors banging, toilets flushing and people snoring. we never had a good nights sleep. the hotel allowed renovations and painting to start early hours in the morning. trademan laughing, banging and smoking. | the only good thing about this hotel is its location and renovated spacious rooms. that is it!'''",0
The Rembrandt,"'''i have stayed at the rembrandt multiple times over the past few years. unfortunately, i have seen declining service at the property with each stay. stayed 3 nights in june in an executive king. i agree with other reviews on the cleanliness (bathroom issues) and sound/noise issues, housekeeping. other technical problems i experienced -- the air conditioner was not working (miserable during a heat wave) and the internet data port needed repair. giving multiple reports of these issues to reception was met with a smile and reponse that they will check into it...but nothing was done. | although the room is a good size for london, and the kensington location is great, the overall hotel experience is not good for the value. other kensington properties such as the capital offer far more.'''",0
"The Wellesley Knightsbridge, a Luxury Collection Hotel, London","'''i used to be a regular visitor until i was denied a refund, partial credit nor an upgrade towards a next visit because of an unexpected surgery even though i provided the necessary documents they asked for ! very unprofessional way of treating an old client especially when most of the staff was already known to me. i will not return.'''",0
Corinthia Hotel London,'''arrived to the hotel yesterday and have noticed that in-room temperature can not be raised more than 21 c and the ventilation itself is noisy. called reception and they have promised to send someone to fix it. no one came on the next day and currently the a/c system stopped working completely.''',0
"Mandarin Oriental Hyde Park, London","'''stayed here last weekend for 2 nights while visiting the london boat show - and while i agree that the location is great - the hotel was a big disappointment. on a positive note, the staff were very wecoming and efficient - and there were lots of them. the rooms were big and old fashioned and the bathrooms were a monument to marble! my biggest gripe is the bar... a tiny space which has been redesigned in new muted browns, beige, creams with lots of opaque glass - quite out of keeping with the hotel - but it was tiny! on both nights we failed to get a seat, despite standing at the bar for nearly an hour and eventually left to find a drink elsewhere. come on mandarin - look after your guests. i will not be back - take my advice and try one aldwych instead - the bar is brillant and not a piece of marble in sight!'''",0
The Rembrandt,'''i am extremely angry and upset with the service. i wanted to treat my husband to a romantic weekend for his birthday. i booked a grand room and asked for a jacuzzi bath when i booked the room. i was advised there was a room available. on arrival we were told our room was not ready and the previous occupier had asked for a late checkout. we went out and came back and was then told they had no grand rooms left with jacuzzi bath and downgraded us to a smaller room. this hotel ruined my weekend and my present to my husband. i will never stay here again or recommend to anyone.''',0
"Mandarin Oriental Hyde Park, London","'''the only reason we stayed on this hotel was the hyde park. but they put us in a room facing an wall!!!!! really!!! how come an hotel like this offered an room facing an old, dark wall??? umbelivable....'''",0
Hartley Hotel,"'''we did not experience problems with bedbugs. the hotel is not the cleanest and there was a smell similar to urinal cakes permeating the room. there was quite a lot of dust and grime. the staff were nice and breakfast was decent, no problem getting vegetarian food. neighborhood was fine, you can get to the centre from forest gate station in about 10 minutes. wifi and tv worked fine. | overall, the hotel is super cheap, so what are you expecting?'''",0
The Rembrandt,'''stayed in the rembrandt in sept of 03. weather was unseasonably warm and beautiful and my room had no a/c-although they provided a standing fan (can you believe it?). in addition to this my room was on the sunny side of the street which would heat the room! i think that some rooms have ac and others do not b/c my travel partner had a/c! | the breakfast was less than mediocre so i would suggest a local mcdonalds instead! the proximity to shopping is the only thing that that this hotel can offer! try another!''',0
The Rembrandt,"'''you would expect a hotel in knightsbridge to be of a high standard but we experienced rooms that smell, poor quality paint work and very old fashioned decor. good location but that is all. do not pay more for wi-fi, it is free but not advertised and the spa if free at weekends and we were informed after paying.'''",0
The Rembrandt,"'''from the poor service in the restaurant, the fact that you have to pay extra to use the gym or the pool. they had construction going on but did not tell you. the surly attitude of the bar staff in the fluorescent lighted bar area. | no one that works here gives a damn about the customer.'''",0
Apex London Wall Hotel,'''pretty boring hotel really. every request i made was denied. gave us a room with a terrible view facing air conditioning units. would not recommend on a weekend either as the location is pretty dead. better places can be found.''',0
City View Hotel,"'''what was positive about this place? well the only plus was the staff member was polite and fairly helpful. that was all. | now for the rest. we knew we would not get much for the price but we did not expect what we found. the exceptionally small room was dirty; from stains on the carpet to dirty marks all over the walls and even rubbish on the windowsill. the smoke detector had been covered with aluminium foil presumably by a previous guest. | we were surprised by the en suite we had, however that too was dirty and tiny. with the current heatwave we used the fan which was provided, but this was nowhere near enough to prevent the room feeling like we were in an oven. | after a couple of hours of suffering &amp; perseverance, we left for more hospitable accommodation.'''",0
Corinthia Hotel London,"'''booked a decent room for my 21 year old son and girlfriend's birthday : 2 nights@ 650/night | poorly managed check-in sent her packing out onto the streets because she did not have the correct credit card which was with my son , who was delayed , although the hotel had my payment details on their system. she could not have lunch with her friend at the hotel and decamped to costa coffee ..... not a good start . dad intervened and the hotel finally let her in. | check in staff told me that there was no reservation, even with the number they could not find the details. | hotel told the pair that their rate did not include a meal in the evening , which it did , it was too late to rectify because they had eaten in their room. | hotel charged incorrect rate when checking out [rectified] | too many mistakes'''",0
Rhodes Hotel,"'''a little surprised to read so many positive reviews for the rhodes hotel. on the plus side both my bedroom and bathroom were clean, bed was comfortable and the breakfast was simple/adequate. location of the hotel was good. | however, my room was close to the top of the hotel with no lift. the stairs were narrow and desperately in need of an upgrade. security inside the bedroom was a real issue, with no chain or secondary lock being present. i would suggest any female staying on their own might feel a little uncomfortable. | the breakfast room was situated in the basement which concerned me with regard to fire safety. one minor point, which was disappointing, was that not one person said ""good morning"" and the only english word spoken directly to me in 20-minutes was ""coffee?"" | overall the hotel served a purpose but to be honest, i expected better.'''",0
The Savoy,"'''despite the beautiful decor of the refurbished savoy hotel, the service was quite incompetent making our 3 night stay very disappointing. | there are slso no tea making facilities in the room which we found strange being in london.'''",0
The Savoy,"'''my brother booked a night in the savoy for my mum and i after we saw miss saigon in london. we were naturally very excited. | even though the shower head was caked in limescale and needed a good clean, i liked the bathroom and the space it allowed. | the room was well presented and the sort of room you would expect in london...small. or should that be bijoux? | the main thing i had an issue with was the wind. unfortunately, we ended up in a room with windows that let in the wind so much that at first i thought a child next door must have had a recorder. if only! a child would have at least stopped, but the whistling in our room continued all night. wind: 1, sleep: 0. | lack of sleep meant i was craving coffee when the morning came. haunted by the whistling, i searched for the tea and coffee making facilities. is not it amazing that a hotel of the savoy's standing does not provide free tea or coffee making facilities unless you ask? but do not worry because when you do ask, you then get nescafe...at the savoy!! (or you can pay 7 for a cup to be delivered to your room.) | all is not lost though, because you can get coffee at breakfast, but do be prepared to sit close enough to bump elbows with the tables on either side and eavesdrop on some very uncomfortable conversations. i say eavesdrop, but if you can tune out a conversation that is happening less than 6 inches from you, i doff my cap. | rather than spend all that money on branding pointless items such as sugar sachets and toilet roll stickers, perhaps the savoy should reinvest and come into the present day - there is no free wifi and even their ipod docks are outdated with the connection for the 4 with no adaptor for a 5 or 6. | go to the savoy if you want to shout about the name while waving sad packets of branded sugar at your friends in a sleepless frenzy, but stay in somewhere cheaper like tune hotels for a similar sized room and a lot less money. i am off for a nap.'''",0
A To Z Hotel,"'''what a pity! i booked for a late arrival. waited at the door for ages. finally a man emerged half asleep. i was given my key. told the wrong floor(he was asleep still obviously). the room numbers are random and do not follow a normal pattern. room adequate. shower fine. cleanliness ok. continental breakfast was a laugh. i asked for coffee. 'filter?' i said. 'no'. was the woman's instant grumpy reply. 'i will have tea. english breakfast with milk, please.' she looked up from her telephone. 'no water?'' i was gobsmacked. then i realised she was perhaps thinking of chai. so instead i ensured that i watched her boil the water, use a tea bag and then give me a jug of milk. so continental breakfast is - instant coffee or tea with two pieces of white toast and apricot jam. the young man at the reception who accepted my key did smile though. perhaps he saw the joke of it all.'''",0
Corinthia Hotel London,"'''it looks five or even six stars but the place and sadly the staff were without spirit. first impression was amazing but what we discovered behind the curtain was a huge disappointment. we decided to stay overnight and also had an afternoon tea which they claim to be one of the best in town. we were ignored all the time by everyone. there were just very few staff who had no idea what was going on. stressed, rushing and frustrated...i feel bad by writing such a bad review but just wanted to warn the others who plan to spend their hardly earned money for such a ""treat"". | there is something wrong how the place is run. it is not my priviledge to judge these poor guys anyway. however the selection was very good and the only down were sandwiches. it`s a shame because the place is beautifuly designed and has a great potential.'''",0
The Rembrandt,"'''this was a two night, wedding anniversary ""escape"" for my wife and i. good start on friday evening - help with the bags and a pleasant, cosy (though quite small) room with an attractive bathroom. check-in was efficient, though lacking in any warmth or welcome. | first problem was a lack of toiletries when i tried to have a shower - no shampoo; but not a biggie, so ok. however, things deteriorated after that: | saturday morning - no water. not just no hot water, no water at all. imagine - lavatory will not flush; cannot wash hands after using it - never mind lack of shower. deeply unpleasant and unacceptable. returned in the late afternoon - no letter of apology from the gm, nothing - but water back on (at noticeably reduced pressure from friday evening). out for dinner, back to bed - all fine. | sunday morning - no hot water. my wife, being more personal hygiene focused / braver (take your pick - possibly both!) had a cold shower - i demurred. to breakfast! had to wait in the lounge for our room number to called - unimpressive for a hotel with these pretensions (and prices). back to the room, having been assured categorically by the duty manager that there would be full water supply. nothing - not even cold water. checked out. no help with luggage, duty manager hiding, no offer of recompense. will not be back. | problems happen everywhere; they are generally impossible to hide in the hospitality industry which is hard for those who work in it. what is important is how businesses handle those problems - and the rembrandt could not be bothered to even try.'''",0
